,"Nr
okr.","Nr
listy","Nr
poz.",Kandydat,Głosy,"%
w okr.",Mandat
1709,9,7,5,STĘPIEŃ Radosław Adam,1237,0.0036908075916659952,-
1710,9,7,6,JĘDRYCH Elżbieta Maria,3648,0.010884451167661723,-
1711,9,7,7,KRYCHNIAK Jan Marian,1937,0.0057793810065133655,-
1712,9,7,8,KACPRZAK Tomasz,620,0.001849879310293385,-
1713,9,7,9,MĘDRZAK Jan Stefan,921,0.002747965878677754,-
1714,9,7,10,KEMPIŃSKA-MIROSŁAWSKA Bogumiła Barbara,512,0.001527642269145505,-
1715,9,7,11,KORCZYK Witosław Teodor,199,0.0005937515850780381,-
1716,9,7,12,MILECKA Krystyna Ludwika,445,0.0013277359565815423,-
1717,9,7,13,ORCZYKOWSKA Ilona Anna,404,0.001205405227997625,-
1718,9,7,14,MALARSKI Andrzej,253,0.000754870105651978,-
1719,9,7,15,ŚWIĘCICKI Andrzej Jacek,386,0.0011516990544729784,-
1720,9,7,16,KONOPACKI Stanisław Franciszek,255,0.0007608374582658276,-
1721,9,7,17,PRZYBYSZ Tadeusz,218,0.0006504414349096095,-
1722,9,7,18,NOWAK Krzysztof Jacek,2040,0.006086699666126621,-
1723,9,8,1,KLUSZCZYŃSKI Piotr Wawrzyniec,164,0.0004893229143356695,-
1724,9,8,2,SMULIK Andrzej,44,0.00013128175750469183,-
1725,9,8,3,JANICKI Maciej Piotr,95,0.00028344924915785734,-
1726,9,8,4,FATYGA Janusz,46,0.00013724911011854147,-
1727,9,8,5,KRZESIŃSKI Krzysztof Jarosław,30,8.951028920774442e-05,-
1728,9,8,6,BRZDĘKIEWICZ Janusz Antoni,22,6.564087875234592e-05,-
1729,9,8,7,SZYMACHA Krystyna,71,0.00021184101779166183,-
1730,9,8,8,GÓRNIK Krzysztof Jarosław,44,0.00013128175750469183,-
1731,9,8,9,BALIŃSKI Jerzy Ryszard,15,4.475514460387221e-05,-
1732,9,8,10,MŁYNARCZYK Stanisław,38,0.00011337969966314295,-
1733,9,8,11,DOMAGAŁA Jerzy Kazimierz,23,6.862455505927073e-05,-
1734,9,8,12,LASKOWSKI Mirosław Adam,31,9.249396551466924e-05,-
1735,9,8,13,GŁOWINKOWSKI Ryszard Henryk,15,4.475514460387221e-05,-
1736,9,8,14,KOWALSKI Witold,24,7.160823136619554e-05,-
1737,9,8,15,DEREK Tadeusz,7,2.08857341484737e-05,-
1738,9,8,16,KORDOWICZ Sławomir Stanisław,13,3.878779199002259e-05,-
1739,9,8,17,ARABCZYK Jolanta Maria,35,0.0001044286707423685,-
1740,9,8,18,ZARZYCKA Władysława Danuta,24,7.160823136619554e-05,-
1741,9,8,19,KONOPKA Tadeusz,19,5.6689849831571473e-05,-
1742,9,8,20,MARCHLIK Rafał,20,5.9673526138496285e-05,-
1743,9,9,1,NOWAŃSKI Włodzimierz Jan,99,0.0002953839543855566,-
1744,9,9,2,SIKORA Andrzej Michał,28,8.35429365938948e-05,-
1745,9,9,3,SZYLKA Mieczysław Jan,18,5.370617352464666e-05,-
1746,9,9,4,MAŁECKA Janina,51,0.00015216749165316554,-
1747,9,9,5,WOJCIECHOWSKI Tomasz Marcin,26,7.757558398004518e-05,-
1748,9,9,6,PAJĄK Witold Józef,33,9.846131812851887e-05,-
1749,9,9,7,BARTOSIEWICZ Tadeusz,29,8.652661290081962e-05,-
1750,9,9,8,CZAIŃSKI Czesław,10,2.9836763069248143e-05,-
1751,9,9,9,SZKRABUT Ryszard,8,2.3869410455398515e-05,-
1752,9,9,10,BARSZCZAK Czesław,16,4.773882091079703e-05,-
1753,9,9,11,BRUDECKI Jan,4,1.1934705227699258e-05,-
1754,9,9,12,MODRANKA Zbigniew,6,1.7902057841548885e-05,-
1755,9,10,1,KORWIN-KOCHANOWSKI Piotr Tadeusz,3933,0.011734798915135295,-
1756,9,10,2,SOWIŃSKA Ewa Barbara,4035,0.012039133898441625,-
1757,9,10,3,MAKOWSKI Marcin Mariusz,758,0.002261626640649009,-
1758,9,10,4,LITWINOWICZ Krzysztof Wacław,2220,0.006623761401373088,-
1759,9,10,5,PŁOSZAJSKI Julian Paweł,573,0.0017096465238679187,-
1760,9,10,6,KRUPA Urszula Irena,6093,0.018179539738092894,T
1761,9,10,7,LIBUDA Małgorzata Maria,763,0.0022765450221836334,-
1762,9,10,8,RUMIENIECKI Krzysztof,529,0.0015783647663632269,-
1763,9,10,9,KOLCZYŃSKI Piotr Władysław,304,0.0009070375973051436,-
1764,9,10,10,KUNA Halina,1094,0.003264141879775747,-
1765,9,10,11,TERLECKI Stanisław Andrzej,1054,0.003144794827498754,-
1766,9,10,12,RYDZ Tadeusz,271,0.0008085762791766247,-
1767,9,10,13,LIBERA Jan Aleksander,473,0.0014112788931754372,-
1768,9,10,14,BARTOSZEWSKI Tadeusz Waldemar,656,0.001957291657342678,-
1769,9,10,15,JANUSZ Józef,176,0.0005251270300187673,-
1770,9,10,16,GOLONKA Ignacy,408,0.0012173399332253243,-
1771,9,10,17,MISIAK Krzysztof,684,0.002040834593936573,-
1772,9,10,18,WYPYCH Stanisław Julian,585,0.0017454506395510165,-
1773,9,14,1,BOGDAŃSKA Urszula Ingeborga,182,0.0005430290878603162,-
1774,9,14,2,LECHAŃSKI Ryszard Marek,142,0.00042368203558332365,-
1775,9,14,3,ZIMNA-ZIÓŁKOWSKA Ewa,47,0.00014023278642546626,-
1776,9,14,4,DUDYCZ Marian,17,5.072249721772184e-05,-
1777,9,14,5,MICHALSKA-KULIG Małgorzata Marcjanna,38,0.00011337969966314295,-
1778,9,14,6,HEBA Piotr,25,7.459190767312036e-05,-
1779,9,14,7,DOBRUSZEK Jadwiga Maria,38,0.00011337969966314295,-
1780,9,14,8,LIPIŃSKA Zenia,37,0.00011039602335621813,-
1781,9,14,9,LUZEŃCZYK Dariusz,19,5.6689849831571473e-05,-
1782,9,14,10,JABŁOŃSKA Anna,44,0.00013128175750469183,-
1783,9,14,11,SZYMAŃSKI Zenon,14,4.17714682969474e-05,-
1784,9,14,12,MACHNICKI Wiesław,23,6.862455505927073e-05,-
1785,9,14,13,MENCIK Henryka Monika,22,6.564087875234592e-05,-
1786,10,1,1,SOBOTKA Zbigniew Jerzy,17838,0.07304518744497451,T
1787,10,1,2,JAGIELIŃSKI Roman,15515,0.06353268770090703,T
1788,10,1,3,BUJAK Bogdan Tadeusz,9164,0.03752584918408714,T
1789,10,1,4,DARNOWSKI Jan Bogdan,6060,0.024815216723654308,-
1790,10,1,5,BOROWIECKA-TENUS Jolanta,4394,0.017993079584775088,-
1791,10,1,6,KRĘPSKA Longina Barbara,1963,0.008038328453553368,-
1792,10,1,7,MUSIAŁ Zbigniew Andrzej,10444,0.042767347105915114,T
1793,10,1,8,URBAŃCZYK Ryszard,3801,0.01556479187567822,-
1794,10,1,9,CHOJNACKI Wiesław Paweł,2100,0.008599332527999017,-
1795,10,1,10,ZARĘBA Elwira Irena,2949,0.012075919821461478,-
1796,10,1,11,ZIÓŁKOWSKA Ewa Aneta,4495,0.018406666530169324,-
1797,10,1,12,MICHALAK Wojciech Adam,2483,0.01016768698429598,-
1798,10,1,13,KOWALSKA Jadwiga Jolanta,2780,0.011383878298970128,-
1799,10,1,14,RESZKA Maria,2067,0.00846420015970189,-
1800,10,1,15,KAŁUZIŃSKA Danuta,1323,0.005417579492639381,-
1801,10,1,16,GŁOGOWSKI Tadeusz,4095,0.016768698429598085,-
1802,10,1,17,ADAMCZYK Grzegorz Jan,4028,0.0164943387727524,-
1803,10,1,18,DĄBROWSKI Waldemar Józef,1458,0.005970393726582175,-
1804,10,2,1,TWORKOWSKI Jacek Marceli,2030,0.00831268811039905,-
1805,10,2,2,LEWANDOWSKI Jerzy,1125,0.004606785282856616,-
1806,10,2,3,KUKLIŃSKI Mirosław,2126,0.008705800454536148,-
1807,10,2,4,MICHALIK Marek Wojciech,800,0.0032759362011424826,-
1808,10,2,5,OLEKSIK Stanisław Zdzisław,1313,0.0053766302901251,-
1809,10,2,6,MARASEK Mariusz Wojciech,474,0.001940992199176921,-
1810,10,2,7,MALKA Jan Cyprian,352,0.0014414119285026923,-
1811,10,2,8,TURLEJSKI Grzegorz,490,0.0020065109231997705,-
1812,10,2,9,STAŃDO Stanisław Władysław,812,0.00332507524415962,-
1813,10,2,10,DAWID Zdzisław Walery,1195,0.004893429700456584,-
1814,10,2,11,CIECHAŃSKI Jerzy Henryk,81,0.00033168854036567637,-
1815,10,2,12,GORYSZEWSKI Jerzy Zygmunt,243,0.0009950656210970291,-
1816,10,2,13,KRAWCZYK Władysław Piotr,185,0.0007575602465141991,-
1817,10,2,14,URBANIAK Sławomir,496,0.0020310804447083394,-
1818,10,3,1,GRUDZIŃSKI Ryszard Paweł,1247,0.005106365553530845,-
1819,10,3,2,SZARLEJA Jolanta,381,0.0015601646157941075,-
1820,10,3,3,NOWAKOWSKA Teresa Maria,461,0.0018877582359083556,-
1821,10,3,4,SZYMCZAK Grzegorz Wacław,355,0.0014536966892569768,-
1822,10,3,5,MICHALSKI Andrzej,315,0.0012898998791998526,-
1823,10,3,6,SZATANIAK Jan,230,0.0009418316578284638,-
1824,10,3,7,KUBICKI Wojciech Władysław,198,0.0008107942097827645,-
1825,10,3,8,GABRYŚ Tadeusz Maciej,96,0.00039311234413709793,-
1826,10,3,9,KANSY-SŁOWIŃSKA Emilia Zofia,136,0.000556909154194222,-
1827,10,3,10,ZIAJKA Władysław,91,0.0003726377428799574,-
1828,10,3,11,BARTOSZEWSKI Marek,95,0.0003890174238856698,-
1829,10,3,12,BISKO Stanisław Leopold,65,0.00026616981634282674,-
1830,10,3,13,PIOTROWICZ Krystyna,143,0.0005855735959542187,-
1831,10,3,14,NOWAK Krzysztof Jacek,77,0.000315308859359964,-
1832,10,3,15,NABIAŁCZYK Marian Franciszek,90,0.0003685428226285293,-
1833,10,4,1,ŁYŻWIŃSKI Stanisław Józef,9080,0.03718187588296718,T
1834,10,4,2,KOSMA Waldemar Jerzy,2484,0.010171781904547409,-
1835,10,4,3,POPECKI Jacek,3179,0.01301775147928994,-
1836,10,4,4,ELIASIEWICZ Edward,2454,0.010048934297004566,-
1837,10,4,5,KWAŚNIEWSKA Dorota,4432,0.018148686554329354,T
1838,10,4,6,JAWORSKI Konrad,3264,0.01336581970066133,-
1839,10,4,7,MACIOŁEK Włodzimierz,1863,0.007628836428410557,-
1840,10,4,8,PILARSKI Krzysztof Zygmunt,1233,0.005049036670010851,-
1841,10,4,9,KACZMARSKA Jadwiga,1751,0.0071702053602506095,-
1842,10,4,10,WESOŁOWSKI Tomasz,1630,0.006674720009827809,-
1843,10,4,11,KAPUSTA Adam,1479,0.006056387051862165,-
1844,10,4,12,GRUSZCZYŃSKA Renata,1374,0.005626420425462214,-
1845,10,4,13,MICHALIK Feliks,816,0.0033414549251653326,-
1846,10,4,14,SOBIERAJSKI Marian,792,0.003243176839131058,-
1847,10,4,15,MORAWSKI Paweł,974,0.003988452324890973,-
1848,10,4,16,GUTOVIĆ Alicja Anna,337,0.0013799881247312708,-
1849,10,4,17,KIJO Zofia,864,0.0035380110972338813,-
1850,10,4,18,MENCEL Władysław,826,0.0033824041276796133,-
1851,10,5,1,NIEDUSZYŃSKI Witold,2871,0.011756516041850086,-
1852,10,5,2,MACIEJEWSKI Krzysztof,2892,0.011842509367130076,-
1853,10,5,3,TRĘBSKI Leszek,1137,0.004655924325873754,-
1854,10,5,4,TOMASIK Stanisław Józef,1491,0.006105526094879302,-
1855,10,5,5,KRAUZE Władysława,1229,0.005032656989005139,-
1856,10,5,6,DOBKOWSKI Wiesław Józef,915,0.0037468520300567147,-
1857,10,5,7,ŚPIEWAK Marian,617,0.00252656579513114,-
1858,10,5,8,PENCZAK Maria Karolina,751,0.0030752851088225058,-
1859,10,5,9,ZYBERYNG Szymon,694,0.002841874654491104,-
1860,10,5,10,HOLAK Marian,764,0.003128519072091071,-
1861,10,5,11,MAŁECKI Marian Mirosław,243,0.0009950656210970291,-
1862,10,5,12,WÓJCIK Zbigniew,419,0.0017157715853483753,-
1863,10,5,13,TARNOWSKI Ireneusz,381,0.0015601646157941075,-
1864,10,5,14,KOŁODZIEJCZYK Jarosław,394,0.0016133985790626729,-
1865,10,5,15,ŁODEJ Zbigniew,119,0.0004872955099199443,-
1866,10,5,16,GAJDA Radosław,512,0.002096599168731189,-
1867,10,6,1,WOJCIECHOWSKI Janusz Czesław,10093,0.041330030097663846,T
1868,10,6,2,OZGA Krystyna Ewa,6674,0.027329497758031163,-
1869,10,6,3,FORTAK Leon,2024,0.008288118588890482,-
1870,10,6,4,CIECIÓRA Jacek Antoni,2925,0.011977641735427202,-
1871,10,6,5,STAROŃ Karol,1027,0.0042054830982166625,-
1872,10,6,6,JAGODZIŃSKI Tomasz,3010,0.01232570995679859,-
1873,10,6,7,ŁUCZKOWSKI Jan,2073,0.008488769681210458,-
1874,10,6,8,JUSZCZYK Sławomir,1964,0.008042423373804794,-
1875,10,6,9,MACIEJEWSKA Urszula Grażyna,988,0.0040457812084109665,-
1876,10,6,10,CZERNIAK Hubert,1655,0.006777093016113511,-
1877,10,6,11,KĘPA Halina,773,0.0031653733543539238,-
1878,10,6,12,RATUSZNIAK Marek,388,0.0015888290575541042,-
1879,10,6,13,BĄKOWSKI Józef,385,0.0015765442967998198,-
1880,10,6,14,WITKO Marcin,231,0.0009459265780798919,-
1881,10,6,15,MROCZEK Michał Jarosław,218,0.0008926926148113266,-
1882,10,6,16,ZYZIK Ryszard Leszek,247,0.0010114453021027416,-
1883,10,6,17,ORŁOWSKI Jerzy Klemens,198,0.0008107942097827645,-
1884,10,6,18,SACHRAJDA Jan Wojciech,1527,0.006252943223930714,-
1885,10,7,1,RADZISZEWSKA Elżbieta,6682,0.027362257120042588,T
1886,10,7,2,STĘPIEŃ Antoni,1710,0.007002313629942057,-
1887,10,7,3,BŁASZCZYŃSKI Marian Wojciech,1936,0.007927765606764808,-
1888,10,7,4,ŻEGOTA Sławomir Jacek,1606,0.0065764419237935344,-
1889,10,7,5,PRZYBYSZ Tomasz Grzegorz,1646,0.006740238733850658,-
1890,10,7,6,SIEDLECKI Grzegorz Józef,1830,0.007493704060113429,-
1891,10,7,7,CHWILCZYŃSKI Mieczysław Szymon,436,0.0017853852296226532,-
1892,10,7,8,POLOK Mariusz Bernard,272,0.001113818308388444,-
1893,10,7,9,BABCZYŃSKI Kazimierz Edmund,443,0.0018140496713826499,-
1894,10,7,10,JAKUBOWSKI Leszek Stefan,1013,0.004148154214696669,-
1895,10,7,11,WLAZŁO Józef,683,0.0027968305317253948,-
1896,10,7,12,MATRAS Krzysztof Franciszek,476,0.0019491820396797773,-
1897,10,7,13,PLUCIŃSKI Marek Stanisław,230,0.0009418316578284638,-
1898,10,7,14,WOJTANIA Paweł,464,0.00190004299666264,-
1899,10,7,15,BURDALSKA Mirosława,298,0.0012202862349255748,-
1900,10,7,16,SKROBISZ Jan Władysław,617,0.00252656579513114,-
1901,10,8,1,KRAUS Gabriel Józef,114,0.0004668209086628038,-
1902,10,8,2,BRZUZY Ryszard,139,0.0005691939149485063,-
1903,10,8,3,MICHALAK Ryszard,93,0.0003808275833828136,-
1904,10,8,4,NIKODY Ksawery,73,0.00029892917835425153,-
1905,10,8,5,KOSEWICZ Romana,33,0.0001351323682971274,-
1906,10,8,6,MLECZKOWSKI Józef,37,0.00015151204930283983,-
1907,10,8,7,JARNECKA Irena Antonina,96,0.00039311234413709793,-
1908,10,8,8,CZUBA Henryk Kazimierz,67,0.00027435965684568294,-
1909,10,8,9,KAPCZYŃSKI Maciej Krzysztof,69,0.00028254949734853914,-
1910,10,8,10,PODSIEDZIK Zdzisław Bronisław,46,0.00018836633156569277,-
1911,10,8,11,JANIK Zdzisław Jerzy,31,0.0001269425277942712,-
1912,10,8,12,PIREK Jan Marian,26,0.00010646792653713069,-
1913,10,8,13,KRAWIEC Mirosław,11,4.5044122765709136e-05,-
1914,10,8,14,WASZCZUK Kazimierz,15,6.142380377142156e-05,-
1915,10,8,15,GUZY Jan,8,3.275936201142483e-05,-
1916,10,8,16,SIKORSKI Piotr,17,6.961364427427775e-05,-
1917,10,8,17,ORŁOWSKI Sławomir Robert,26,0.00010646792653713069,-
1918,10,8,18,KRÓL Sławomir Bronisław,50,0.00020474601257140516,-
1919,10,9,1,SUROWIECKI Jerzy,40,0.00016379681005712415,-
1920,10,9,2,MODRANKA Cecylia,31,0.0001269425277942712,-
1921,10,9,3,DURLAK Beata,20,8.189840502856208e-05,-
1922,10,9,4,ŚWIERCZEK Zbigniew,29,0.000118752687291415,-
1923,10,9,5,NOWAK Mirosława,30,0.0001228476075428431,-
1924,10,9,6,TALAR Tomasz,28,0.0001146577670399869,-
1925,10,9,7,BŁASIAK Jan,28,0.0001146577670399869,-
1926,10,9,8,ŁĄCKA Mirosława Kazimiera,20,8.189840502856208e-05,-
1927,10,9,9,GÓRSKA Teresa,42,0.00017198665055998035,-
1928,10,10,1,KĘDZIAK Tadeusz,3853,0.015777727728752484,T
1929,10,10,2,KOT Marian Krzysztof,2898,0.011867078888638643,-
1930,10,10,3,FAŁEK Krzysztof Marian,1002,0.0041031100919309595,-
1931,10,10,4,ŚPIEWANKIEWICZ Marek,796,0.0032595565201367703,-
1932,10,10,5,SZTARK Anatol Krzysztof,528,0.0021621178927540385,-
1933,10,10,6,NOWOSIELSKI Olgierd,2482,0.010163592064044553,-
1934,10,10,7,KOWALSKA Urszula Teresa,2347,0.009610777830101759,-
1935,10,10,8,ŁADZIAK Kamil Jerzy,1299,0.005319301406605107,-
1936,10,10,9,BANASZCZYK Leon,469,0.0019205175979197806,-
1937,10,10,10,BORKOWSKI Jan Kazimierz,816,0.0033414549251653326,-
1938,10,10,11,KIMNES Mirosław Jerzy,188,0.0007698450072684835,-
1939,10,10,12,BĘDKOWSKI Feliks Józef,342,0.0014004627259884114,-
1940,10,10,13,LATEK Danuta Genowefa,1263,0.005171884277553694,-
1941,10,14,1,MIROWSKA Mariola,171,0.0007002313629942057,-
1942,10,14,2,LIPOWICZ Andrzej,112,0.0004586310681599476,-
1943,10,14,3,ADAMSKI Andrzej Wiesław,150,0.0006142380377142156,-
1944,10,14,4,KRUSZYNA Anna,93,0.0003808275833828136,-
1945,10,14,5,TRZONEK Tomasz,136,0.000556909154194222,-
1946,10,14,6,PAKUŁA Przemysław,58,0.00023750537458283,-
1947,10,14,7,SIUDEK Maria,47,0.00019246125181712087,-
1948,10,14,8,MARLIŃSKI Wojciech,17,6.961364427427775e-05,-
1949,10,14,9,SKRZYPCZAK Zbigniew,35,0.00014332220879998363,-
1950,10,14,10,SIKORSKA Zofia,39,0.00015970188980569602,-
1951,10,14,11,KUCHARSKI Stefan,82,0.0003357834606171045,-
1952,10,14,12,KUŚMIERSKI Sławomir,36,0.00014741712905141173,-
1953,10,14,13,NOWAK Grzegorz Stoigniew,36,0.00014741712905141173,-
1954,10,14,14,KUŚMIERSKI Jerzy,29,0.000118752687291415,-
1955,11,1,1,PĘCZAK Andrzej Lech,34813,0.10236137124778373,T
1956,11,1,2,SROCZYŃSKI Roman,4703,0.013828326457884323,-
1957,11,1,3,KACZMAREK Michał,14147,0.041596711545755796,T
1958,11,1,4,NOWACKA Irena Maria,14437,0.04244940443811949,T
1959,11,1,5,OLEJNICZAK Wojciech,11500,0.03381368366269821,T
1960,11,1,6,MROCZEK Anna,2992,0.008797438392938527,-
1961,11,1,7,BERNAT Halina,1411,0.0041487919693971465,-
1962,11,1,8,KRAWCZYK Maria,3794,0.011155575288371916,-
1963,11,1,9,TARKOWSKA Krystyna,3047,0.00895915601045578,-
1964,11,1,10,SOKOŁOWSKA Katarzyna,5656,0.01663045172141053,-
1965,11,1,11,STACHECKA Beata,1002,0.002946200959132488,-
1966,11,1,12,BOBERSKA Iwona,1171,0.0034431150929582267,-
1967,11,1,13,KUBIK Renata,3735,0.01098209638958068,-
1968,11,1,14,BŁOCHOWIAK Anita,11098,0.032631674894663024,T
1969,11,1,15,WOLSKI Krzysztof Andrzej,4070,0.011967103696276673,-
1970,11,1,16,SZAFIŃSKA Ryszarda,2871,0.008441659634400571,-
1971,11,1,17,MARCZAK Zbigniew,1464,0.004304628946277408,-
1972,11,1,18,ALEKSANDROWICZ Andrzej,7993,0.023501980305734506,-
1973,11,1,19,PRĄTNICKI Janusz,278,0.0008174090485417482,-
1974,11,1,20,NASTALCZYK Jerzy,3054,0.008979738252685247,-
1975,11,1,21,CYRAN Stanisław,1632,0.004798602759784651,-
1976,11,1,22,MUCHA Grzegorz,955,0.0028080059041631997,-
1977,11,1,23,PIĄSTKA Sławomir Ireneusz,2063,0.00606588081705621,-
1978,11,1,24,MALINOWSKI Sławomir,1730,0.005086754150997209,-
1979,11,2,1,KWIATKOWSKI Krzysztof,5181,0.01523379957012517,-
1980,11,2,2,KERN Andrzej,1061,0.0031196798579237223,-
1981,11,2,3,KUBIAK Dariusz,1340,0.003940029226783966,-
1982,11,2,4,PIOTROWICZ Antoni,470,0.0013819505496928835,-
1983,11,2,5,FILIPIAK Kazimierz,327,0.0009614847441480275,-
1984,11,2,6,KĘDZIERSKI Jacek,284,0.0008350509704527212,-
1985,11,2,7,WYSOCKI Wiesław Jan,618,0.001817117956830217,-
1986,11,2,8,ROMANOWICZ Marianna,363,0.0010673362756138654,-
1987,11,2,9,KRZAK Michał,553,0.0016259971361280098,-
1988,11,2,10,URBANIAK Wacław,381,0.0011202620413467844,-
1989,11,2,11,GROBELNY Wojciech,491,0.001443697276381289,-
1990,11,2,12,KRAJEWSKI Seweryn,365,0.0010732169162508563,-
1991,11,2,13,STASIAK Edward,553,0.0016259971361280098,-
1992,11,2,14,KAMIŃSKI Zbigniew Kazimierz,327,0.0009614847441480275,-
1993,11,2,15,KRECZKOWSKI Jan,166,0.0004880931728702525,-
1994,11,2,16,POGODA Alina,304,0.000893857376822631,-
1995,11,2,17,KOLIŃSKI Romuald,326,0.000958544423829532,-
1996,11,3,1,MATUSIAK Tarcyzjusz Stanisław,1755,0.005160262158959597,-
1997,11,3,2,GOLCZYK Bożenna,568,0.0016701019409054423,-
1998,11,3,3,KOMOROWSKI Krzysztof,715,0.0021023290277242803,-
1999,11,3,4,RADCZAK Zbigniew,193,0.0005674818214696309,-
2000,11,3,5,SZELĄG Ignacy,197,0.0005792431027436129,-
2001,11,3,6,KACPRZAK Czesław,113,0.0003322561959899912,-
2002,11,3,7,WOLF Janusz Stanisław,187,0.0005498398995586579,-
2003,11,3,8,HAŁADAJ Beata Anna,184,0.0005410189386031714,-
2004,11,3,9,SOSIŃSKA-DOBRZYŃSKA Ewa Agnieszka,317,0.0009320815409630725,-
2005,11,3,10,WALCZAK Edward,104,0.00030579331312353167,-
2006,11,3,11,NIEDZIELA Jakub,201,0.0005910043840175949,-
2007,11,3,12,ŁACMAŃSKI Krzysztof,83,0.00024404658643512625,-
2008,11,3,13,BIEŃKOWSKA Małgorzata Sylwia,297,0.0008732751345931625,-
2009,11,3,14,ORZECHOWSKA Dorota,235,0.0006909752748464418,-
2010,11,3,15,PIGŁOWSKI Dariusz Andrzej,80,0.00023522562547963975,-
2011,11,3,16,BIAŁCZAK Jacek,184,0.0005410189386031714,-
2012,11,4,1,ROCHNOWSKA Renata,10489,0.030841019820699266,T
2013,11,4,2,BORCZYK Waldemar,8924,0.026239418522253814,T
2014,11,4,3,JANISZEWSKI Marek Czesław,6489,0.019079738546717278,-
2015,11,4,4,WISZNIEWSKI Stanisław,3590,0.010555749943398834,-
2016,11,4,5,PIASECKI Włodzimierz Mieczysław,3413,0.01003531324702513,-
2017,11,4,6,WOJTERA Marek Jacek,4478,0.013166754386222836,-
2018,11,4,7,WOSIECKI Bogdan,1523,0.004478107845068642,-
2019,11,4,8,STAWSKI Rafał,1154,0.0033931296475438032,-
2020,11,4,9,GÓRNIAK Barbara Bogusława,2398,0.007050888123752201,-
2021,11,4,10,BIARDA Lucyna Franciszka,1049,0.0030843960141017763,-
2022,11,4,11,DĄBEK Jan Stanisław,1016,0.002987365443591425,-
2023,11,4,12,OLEJNICZAK Bogusław Andrzej,4612,0.013560757308901232,-
2024,11,4,13,KAROLAK Tadeusz Marian,3100,0.00911499298733604,-
2025,11,4,14,GOGOLEWSKI Władysław,1198,0.0035225037415576054,-
2026,11,4,15,URBANIAK Andrzej,3190,0.009379621816000635,-
2027,11,4,16,STĘPIŃSKI Stanisław Józef,871,0.0025610189974095776,-
2028,11,4,17,ORZECHOWSKA-STOLARSKA Anna,1724,0.005069112229086237,-
2029,11,4,18,SZUKAŁA Sylwester,504,0.0014819214405217304,-
2030,11,4,19,SZUKAŁA Tomasz,682,0.002005298457213929,-
2031,11,5,1,KRZYWICKI Piotr,6481,0.019056215984169317,T
2032,11,5,2,PILARSKI Bohdan,1144,0.0033637264443588484,-
2033,11,5,3,BIESZCZAD Tomasz,1028,0.003022649287413371,-
2034,11,5,4,SKIEDRZYŃSKI Paweł,808,0.0023757788173443613,-
2035,11,5,5,WYPYCH Dariusz Andrzej,1335,0.003925327625191488,-
2036,11,5,6,PAWLAK Jerzy Wojciech,1646,0.004839767244243588,-
2037,11,5,7,JANOWSKI Stanisław Wojciech,895,0.0026315866850534697,-
2038,11,5,8,GĘDEK Wojciech Wacław,389,0.0011437846038947483,-
2039,11,5,9,ZAWADZKA-DAŁEK Halina,1481,0.004354614391691831,-
2040,11,5,10,BILECKI Gerard Dariusz,495,0.0014554585576552709,-
2041,11,5,11,KLIMAS Jarosław,632,0.001858282441289154,-
2042,11,5,12,RATAJCZYK Paweł Juliusz,632,0.001858282441289154,-
2043,11,5,13,BILECKI Adam Maciej,1005,0.0029550219200879745,-
2044,11,5,14,BARANIAK Jan Lucjan,521,0.0015319068859361538,-
2045,11,5,15,SOBCZYŃSKI Piotr Henryk,329,0.0009673653847850185,-
2046,11,5,16,NIEDŹWIECKI Piotr Wincenty,796,0.0023404949735224157,-
2047,11,6,1,ZARZYCKI Wojciech Szczęsny,7496,0.022040641107442246,T
2048,11,6,2,GNAT Edward,3913,0.011505473406272879,-
2049,11,6,3,OLAS Stanisław Piotr,3456,0.010161747020720438,-
2050,11,6,4,RYŚ Jan,3186,0.009367860534726652,-
2051,11,6,5,GAJDA Tadeusz,5391,0.015851266837009225,T
2052,11,6,6,SZCZYPIŃSKA Jolanta Halina,3063,0.009006201135551707,-
2053,11,6,7,KOŚCIELNY Kazimierz,1437,0.004225240297678029,-
2054,11,6,8,ŁAWNICZAK Artur,1317,0.0038724018594585696,-
2055,11,6,9,ŁUCZAK Mieczysław Marcin,2252,0.006621601357251859,-
2056,11,6,10,BIELECKI Arkadiusz,1074,0.003157904022064164,-
2057,11,6,11,BAKALARZ Włodzimierz,537,0.001578952011032082,-
2058,11,6,12,SZYMANEK Andrzej Władysław,2794,0.008215254969876419,-
2059,11,6,13,WIESZCZECZYŃSKI Zdzisław,1271,0.0037371471248077767,-
2060,11,6,14,BANASIAK Krzysztof,918,0.002699214052378866,-
2061,11,6,15,BEDNAREK Stanisław Zdzisław,1496,0.004398719196469263,-
2062,11,6,16,DARUL Barbara,1362,0.004004716273790867,-
2063,11,6,17,SZAFRAN Walenty Józef,521,0.0015319068859361538,-
2064,11,6,18,GODZISZEWSKI Mirosław,445,0.0013084425417304961,-
2065,11,6,19,WASIAK Ludwik,379,0.0011143814007097933,-
2066,11,6,20,SZCZEŚNIAK-RYDZ Anna,774,0.0022758079265155144,-
2067,11,6,21,BŁASZCZYŃSKI Andrzej,668,0.001964133972754992,-
2068,11,6,22,CIĄPAŁA Marek Jan,1396,0.004104687164619714,-
2069,11,6,23,TOMASZEWSKI Władysław,1185,0.003484279577417164,-
2070,11,6,24,WODZINOWSKI Krzysztof,845,0.002484570669128695,-
